gameid,leagid,leagyear,teamid,oppteamid,pf,pa,cpf,cpa,win,loss,tie,ot,so,otl,rw,rotw,sow,sol,pts,confw,confl,conft,divw,divl,divt,isdog,isfav,ispick,dogout,dogcover,ispush,favcover,iscover,isdogmlcover,isfavmlcover,isover,isunder,isoupush,ishomew,ishomel,ishomet,isawayw,isawayl,isawayt,home_away,teamlocation,teamname,confid,confname,divid,divname,oppteamlocation,oppteamname,oppconfid,oppconfname,oppdivid,oppdivname,isconf,isdiv,weeknum,gamedate,spread,ou,dogml,favml,gametypeid,siteloc
132024627,13,2024,151,165,3,2,3,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Dallas,Stars,3,Western,10,Central,Utah,Hockey Club,3,Western,10,Central,1,1,13,2025-01-04 00:00:00,1.5,6.5,140.0,-165.0,1,1
132024627,13,2024,165,151,2,3,2,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Utah,Hockey Club,3,Western,10,Central,Dallas,Stars,3,Western,10,Central,1,1,13,2025-01-04 00:00:00,1.5,6.5,140.0,-165.0,1,1
132024628,13,2024,147,159,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Tampa Bay,Lightning,2,Eastern,9,Atlantic,Los Angeles,Kings,3,Western,12,Pacific,0,0,13,2025-01-04 00:00:00,1.5,6.0,105.0,-125.0,1,1
132024628,13,2024,159,147,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Los Angeles,Kings,3,Western,12,Pacific,Tampa Bay,Lightning,2,Eastern,9,Atlantic,0,0,13,2025-01-04 00:00:00,1.5,6.0,105.0,-125.0,1,1
132024629,13,2024,154,157,4,1,4,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,away,Nashville,Predators,3,Western,10,Central,Calgary,Flames,3,Western,12,Pacific,1,0,13,2025-01-04 00:00:00,1.5,6.0,-105.0,-115.0,1,1
132024629,13,2024,157,154,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Calgary,Flames,3,Western,12,Pacific,Nashville,Predators,3,Western,10,Central,1,0,13,2025-01-04 00:00:00,1.5,6.0,-105.0,-115.0,1,1
132024630,13,2024,143,163,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Buffalo,Sabres,2,Eastern,9,Atlantic,Vegas,Golden Knights,3,Western,12,Pacific,0,0,13,2025-01-04 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024630,13,2024,163,143,3,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Vegas,Golden Knights,3,Western,12,Pacific,Buffalo,Sabres,2,Eastern,9,Atlantic,0,0,13,2025-01-04 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024631,13,2024,158,164,4,2,4,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Edomonton,Oilers,3,Western,12,Pacific,Seattle,Kraken,3,Western,12,Pacific,1,1,13,2025-01-04 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024631,13,2024,164,158,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Seattle,Kraken,3,Western,12,Pacific,Edomonton,Oilers,3,Western,12,Pacific,1,1,13,2025-01-04 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024632,13,2024,138,150,6,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,New York-R,Rangers,2,Eastern,22,Metropolitan,Chicago,Blackhawks,3,Western,10,Central,0,0,13,2025-01-05 00:00:00,1.5,6.0,125.0,-150.0,1,1
132024632,13,2024,150,138,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Chicago,Blackhawks,3,Western,10,Central,New York-R,Rangers,2,Eastern,22,Metropolitan,0,0,13,2025-01-05 00:00:00,1.5,6.0,125.0,-150.0,1,1
132024633,13,2024,137,142,5,4,5,4,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,New York-I,Islanders,2,Eastern,22,Metropolitan,Boston,Bruins,2,Eastern,9,Atlantic,1,0,13,2025-01-05 00:00:00,1.5,5.5,100.0,-120.0,1,1
132024633,13,2024,142,137,4,5,4,5,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Boston,Bruins,2,Eastern,9,Atlantic,New York-I,Islanders,2,Eastern,22,Metropolitan,1,0,13,2025-01-05 00:00:00,1.5,5.5,100.0,-120.0,1,1
132024634,13,2024,135,139,4,3,4,3,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,home,Carolina,Hurricanes,2,Eastern,22,Metropolitan,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,1,1,13,2025-01-05 00:00:00,1.5,6.5,185.0,-225.0,1,1
132024634,13,2024,139,135,3,4,3,4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,away,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,Carolina,Hurricanes,2,Eastern,22,Metropolitan,1,1,13,2025-01-05 00:00:00,1.5,6.5,185.0,-225.0,1,1
132024635,13,2024,134,148,2,3,2,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Philadelphia,Flyers,2,Eastern,22,Metropolitan,Toronto,Maple Leafs,2,Eastern,9,Atlantic,1,0,13,2025-01-05 00:00:00,1.5,6.5,145.0,-175.0,1,1
132024635,13,2024,148,134,3,2,3,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Toronto,Maple Leafs,2,Eastern,9,Atlantic,Philadelphia,Flyers,2,Eastern,22,Metropolitan,1,0,13,2025-01-05 00:00:00,1.5,6.5,145.0,-175.0,1,1
132024636,13,2024,147,162,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Tampa Bay,Lightning,2,Eastern,9,Atlantic,Anaheim,Ducks,3,Western,12,Pacific,0,0,13,2025-01-05 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024636,13,2024,162,147,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,home,Anaheim,Ducks,3,Western,12,Pacific,Tampa Bay,Lightning,2,Eastern,9,Atlantic,0,0,13,2025-01-05 00:00:00,1.5,6.5,165.0,-200.0,1,1
132024637,13,2024,140,143,3,4,3,4,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Washington,Capitals,2,Eastern,22,Metropolitan,Buffalo,Sabres,2,Eastern,9,Atlantic,1,0,14,2025-01-06 00:00:00,1.5,6.0,120.0,-145.0,1,1
132024637,13,2024,143,140,4,3,4,3,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Buffalo,Sabres,2,Eastern,9,Atlantic,Washington,Capitals,2,Eastern,22,Metropolitan,1,0,14,2025-01-06 00:00:00,1.5,6.0,120.0,-145.0,1,1
132024638,13,2024,145,161,5,4,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Montreal,Candadiens,2,Eastern,9,Atlantic,Vancouver,Canucks,3,Western,12,Pacific,0,0,14,2025-01-06 00:00:00,1.5,6.0,115.0,-135.0,1,1
132024638,13,2024,161,145,4,5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Vancouver,Canucks,3,Western,12,Pacific,Montreal,Candadiens,2,Eastern,9,Atlantic,0,0,14,2025-01-06 00:00:00,1.5,6.0,115.0,-135.0,1,1
132024639,13,2024,149,152,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Florida,Panthers,2,Eastern,9,Atlantic,Colorado,Avalanche,3,Western,10,Central,0,0,14,2025-01-06 00:00:00,1.5,6.5,105.0,-125.0,1,1
132024639,13,2024,152,149,3,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Colorado,Avalanche,3,Western,10,Central,Florida,Panthers,2,Eastern,9,Atlantic,0,0,14,2025-01-06 00:00:00,1.5,6.5,105.0,-125.0,1,1
132024640,13,2024,136,164,3,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,away,New Jersey,Devils,2,Eastern,22,Metropolitan,Seattle,Kraken,3,Western,12,Pacific,0,0,14,2025-01-06 00:00:00,1.5,6.0,155.0,-190.0,1,1
132024640,13,2024,164,136,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,home,Seattle,Kraken,3,Western,12,Pacific,New Jersey,Devils,2,Eastern,22,Metropolitan,0,0,14,2025-01-06 00:00:00,1.5,6.0,155.0,-190.0,1,1
132024641,13,2024,142,158,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Boston,Bruins,2,Eastern,9,Atlantic,Edomonton,Oilers,3,Western,12,Pacific,0,0,14,2025-01-07 00:00:00,1.5,6.0,130.0,-155.0,1,1
132024641,13,2024,158,142,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Edomonton,Oilers,3,Western,12,Pacific,Boston,Bruins,2,Eastern,9,Atlantic,0,0,14,2025-01-07 00:00:00,1.5,6.0,130.0,-155.0,1,1
132024642,13,2024,144,146,3,2,3,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,home,Detroit,Red Wings,2,Eastern,9,Atlantic,Ottawa,Senators,2,Eastern,9,Atlantic,1,1,14,2025-01-07 00:00:00,1.5,6.0,-105.0,-115.0,1,1
132024642,13,2024,146,144,2,3,2,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Ottawa,Senators,2,Eastern,9,Atlantic,Detroit,Red Wings,2,Eastern,9,Atlantic,1,1,14,2025-01-07 00:00:00,1.5,6.0,-105.0,-115.0,1,1
132024643,13,2024,138,151,4,5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,home,New York-R,Rangers,2,Eastern,22,Metropolitan,Dallas,Stars,3,Western,10,Central,0,0,14,2025-01-07 00:00:00,1.5,6.5,140.0,-165.0,1,1
132024643,13,2024,151,138,5,4,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,away,Dallas,Stars,3,Western,10,Central,New York-R,Rangers,2,Eastern,22,Metropolitan,0,0,14,2025-01-07 00:00:00,1.5,6.5,140.0,-165.0,1,1
132024644,13,2024,139,141,3,4,3,4,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,Columbus,Blue Jackets,2,Eastern,22,Metropolitan,1,1,14,2025-01-07 00:00:00,1.5,6.5,130.0,-155.0,1,1
132024644,13,2024,141,139,4,3,4,3,1,0,0,1,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Columbus,Blue Jackets,2,Eastern,22,Metropolitan,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,1,1,14,2025-01-07 00:00:00,1.5,6.5,130.0,-155.0,1,1
132024645,13,2024,134,148,2,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,home,Philadelphia,Flyers,2,Eastern,22,Metropolitan,Toronto,Maple Leafs,2,Eastern,9,Atlantic,1,0,14,2025-01-07 00:00:00,1.5,5.5,120.0,-140.0,1,1
132024645,13,2024,148,134,3,2,3,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,away,Toronto,Maple Leafs,2,Eastern,9,Atlantic,Philadelphia,Flyers,2,Eastern,22,Metropolitan,1,0,14,2025-01-07 00:00:00,1.5,5.5,120.0,-140.0,1,1
132024646,13,2024,153,156,4,6,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,St. Louis,Blues,3,Western,10,Central,Minnesota,Wild,3,Western,10,Central,1,1,14,2025-01-07 00:00:00,1.5,5.5,110.0,-130.0,1,1
132024646,13,2024,156,153,6,4,6,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Minnesota,Wild,3,Western,10,Central,St. Louis,Blues,3,Western,10,Central,1,1,14,2025-01-07 00:00:00,1.5,5.5,110.0,-130.0,1,1
132024647,13,2024,154,155,2,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Nashville,Predators,3,Western,10,Central,Winnipeg,Jets,3,Western,10,Central,1,1,14,2025-01-07 00:00:00,1.5,6.0,135.0,-160.0,1,1
132024647,13,2024,155,154,5,2,5,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Winnipeg,Jets,3,Western,10,Central,Nashville,Predators,3,Western,10,Central,1,1,14,2025-01-07 00:00:00,1.5,6.0,135.0,-160.0,1,1
132024648,13,2024,157,162,3,2,3,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,away,Calgary,Flames,3,Western,12,Pacific,Anaheim,Ducks,3,Western,12,Pacific,1,1,14,2025-01-07 00:00:00,1.5,6.5,125.0,-150.0,1,1
132024648,13,2024,162,157,2,3,2,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,home,Anaheim,Ducks,3,Western,12,Pacific,Calgary,Flames,3,Western,12,Pacific,1,1,14,2025-01-07 00:00:00,1.5,6.5,125.0,-150.0,1,1
132024649,13,2024,160,163,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,San Jose,Sharks,3,Western,12,Pacific,Vegas,Golden Knights,3,Western,12,Pacific,1,1,14,2025-01-07 00:00:00,1.5,6.5,220.0,-275.0,1,1
132024649,13,2024,163,160,4,2,4,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Vegas,Golden Knights,3,Western,12,Pacific,San Jose,Sharks,3,Western,12,Pacific,1,1,14,2025-01-07 00:00:00,1.5,6.5,220.0,-275.0,1,1
132024650,13,2024,140,161,2,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Washington,Capitals,2,Eastern,22,Metropolitan,Vancouver,Canucks,3,Western,12,Pacific,0,0,14,2025-01-08 00:00:00,1.5,6.0,155.0,-190.0,1,1
132024650,13,2024,161,140,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Vancouver,Canucks,3,Western,12,Pacific,Washington,Capitals,2,Eastern,22,Metropolitan,0,0,14,2025-01-08 00:00:00,1.5,6.0,155.0,-190.0,1,1
132024651,13,2024,150,152,3,1,3,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,home,Chicago,Blackhawks,3,Western,10,Central,Colorado,Avalanche,3,Western,10,Central,1,1,14,2025-01-08 00:00:00,1.5,6.5,200.0,-250.0,1,1
132024651,13,2024,152,150,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Colorado,Avalanche,3,Western,10,Central,Chicago,Blackhawks,3,Western,10,Central,1,1,14,2025-01-08 00:00:00,1.5,6.5,200.0,-250.0,1,1
132024652,13,2024,149,165,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Florida,Panthers,2,Eastern,9,Atlantic,Utah,Hockey Club,3,Western,10,Central,0,0,14,2025-01-08 00:00:00,1.5,6.0,115.0,-135.0,1,1
132024652,13,2024,165,149,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Utah,Hockey Club,3,Western,10,Central,Florida,Panthers,2,Eastern,9,Atlantic,0,0,14,2025-01-08 00:00:00,1.5,6.0,115.0,-135.0,1,1
132024653,13,2024,157,159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Calgary,Flames,3,Western,12,Pacific,Los Angeles,Kings,3,Western,12,Pacific,1,1,14,2025-04-17 00:00:00,1.5,5.5,180.0,-225.0,1,1
132024653,13,2024,159,157,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,home,Los Angeles,Kings,3,Western,12,Pacific,Calgary,Flames,3,Western,12,Pacific,1,1,14,2025-04-17 00:00:00,1.5,5.5,180.0,-225.0,1,1
132024654,13,2024,143,146,4,0,4,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,away,Buffalo,Sabres,2,Eastern,9,Atlantic,Ottawa,Senators,2,Eastern,9,Atlantic,1,1,14,2025-01-09 00:00:00,1.5,6.0,140.0,-165.0,1,1
132024654,13,2024,146,143,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Ottawa,Senators,2,Eastern,9,Atlantic,Buffalo,Sabres,2,Eastern,9,Atlantic,1,1,14,2025-01-09 00:00:00,1.5,6.0,140.0,-165.0,1,1
132024655,13,2024,142,147,1,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Boston,Bruins,2,Eastern,9,Atlantic,Tampa Bay,Lightning,2,Eastern,9,Atlantic,1,1,14,2025-01-09 00:00:00,1.5,6.0,140.0,-165.0,1,1
132024655,13,2024,147,142,4,1,4,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Tampa Bay,Lightning,2,Eastern,9,Atlantic,Boston,Bruins,2,Eastern,9,Atlantic,1,1,14,2025-01-09 00:00:00,1.5,6.0,140.0,-165.0,1,1
132024656,13,2024,136,138,2,3,2,3,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,New Jersey,Devils,2,Eastern,22,Metropolitan,New York-R,Rangers,2,Eastern,22,Metropolitan,1,1,14,2025-01-09 00:00:00,1.5,6.0,135.0,-160.0,1,1
132024656,13,2024,138,136,3,2,3,2,1,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,home,New York-R,Rangers,2,Eastern,22,Metropolitan,New Jersey,Devils,2,Eastern,22,Metropolitan,1,1,14,2025-01-09 00:00:00,1.5,6.0,135.0,-160.0,1,1
132024657,13,2024,134,151,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Philadelphia,Flyers,2,Eastern,22,Metropolitan,Dallas,Stars,3,Western,10,Central,0,0,14,2025-01-09 00:00:00,1.5,6.5,135.0,-160.0,1,1
132024657,13,2024,151,134,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Dallas,Stars,3,Western,10,Central,Philadelphia,Flyers,2,Eastern,22,Metropolitan,0,0,14,2025-01-09 00:00:00,1.5,6.5,135.0,-160.0,1,1
132024658,13,2024,139,158,5,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,Edomonton,Oilers,3,Western,12,Pacific,0,0,14,2025-01-09 00:00:00,1.5,6.5,185.0,-225.0,1,1
132024658,13,2024,158,139,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Edomonton,Oilers,3,Western,12,Pacific,Pittsburgh,Penguins,2,Eastern,22,Metropolitan,0,0,14,2025-01-09 00:00:00,1.5,6.5,185.0,-225.0,1,1
132024659,13,2024,141,164,6,2,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Columbus,Blue Jackets,2,Eastern,22,Metropolitan,Seattle,Kraken,3,Western,12,Pacific,0,0,14,2025-01-09 00:00:00,1.5,6.0,105.0,-125.0,1,1
132024659,13,2024,164,141,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Seattle,Kraken,3,Western,12,Pacific,Columbus,Blue Jackets,2,Eastern,22,Metropolitan,0,0,14,2025-01-09 00:00:00,1.5,6.0,105.0,-125.0,1,1
132024660,13,2024,135,148,6,3,6,3,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Carolina,Hurricanes,2,Eastern,22,Metropolitan,Toronto,Maple Leafs,2,Eastern,9,Atlantic,1,0,14,2025-01-09 00:00:00,1.5,5.5,145.0,-175.0,1,1
132024660,13,2024,148,135,3,6,3,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Toronto,Maple Leafs,2,Eastern,9,Atlantic,Carolina,Hurricanes,2,Eastern,22,Metropolitan,1,0,14,2025-01-09 00:00:00,1.5,5.5,145.0,-175.0,1,1
132024661,13,2024,153,162,6,2,6,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,St. Louis,Blues,3,Western,10,Central,Anaheim,Ducks,3,Western,12,Pacific,1,0,14,2025-01-09 00:00:00,1.5,6.0,170.0,-210.0,1,1
132024661,13,2024,162,153,2,6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Anaheim,Ducks,3,Western,12,Pacific,St. Louis,Blues,3,Western,10,Central,1,0,14,2025-01-09 00:00:00,1.5,6.0,170.0,-210.0,1,1
132024662,13,2024,152,156,6,1,6,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,Colorado,Avalanche,3,Western,10,Central,Minnesota,Wild,3,Western,10,Central,1,1,14,2025-01-09 00:00:00,1.5,6.0,110.0,-130.0,1,1
132024662,13,2024,156,152,1,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Minnesota,Wild,3,Western,10,Central,Colorado,Avalanche,3,Western,10,Central,1,1,14,2025-01-09 00:00:00,1.5,6.0,110.0,-130.0,1,1
132024663,13,2024,137,163,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,away,New York-I,Islanders,2,Eastern,22,Metropolitan,Vegas,Golden Knights,3,Western,12,Pacific,0,0,14,2025-01-09 00:00:00,1.5,6.0,145.0,-175.0,1,1
132024663,13,2024,163,137,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Vegas,Golden Knights,3,Western,12,Pacific,New York-I,Islanders,2,Eastern,22,Metropolitan,0,0,14,2025-01-09 00:00:00,1.5,6.0,145.0,-175.0,1,1
